muni,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,max_density,open_space,inclusionary,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,adu,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf per,timestamp
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/GA_Decatur.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,2.0,2.0,1.0,1.0,0.6153846153846154,2024-06-28 18:06:10
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/IA_Tipton.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,52.5,16.0,3.0,3.0,1.5,1.0,0.5,2024-06-28 18:02:35
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/ID_Orofino.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,25.0,,,1.5,2.0,0.5,2024-06-28 18:01:55
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/IL_Dwight.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,30.0,30.0,2.5,2.5,2.0,2.0,0.25,2024-06-28 18:00:17
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/IN_Auburn.txt,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,2.0,2.0,2.0,1.0,0.26666666666666666,2024-06-28 17:54:53
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/IN_Decatur.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0.0,1.0,1.0,0.0,1.0,1.0,35.0,35.0,2.25,2.5,2.0,1.0,0.0,2024-06-28 17:54:28
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/KS_Lawrence.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,2.0,2.0,1.5,1.0,0.4666666666666667,2024-06-28 17:52:36
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/KS_RoelandPark.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,30.0,30.0,2.5,2.5,1.0,1.0,0.6,2024-06-28 17:51:58
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/KY_CrestviewHills.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,25.0,35.0,2.0,2.0,1.0,1.0,0.25,2024-06-28 17:51:36
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MA_Adams.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,,,2.0,2.0,0.4,2024-06-28 17:49:57
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MI_Brighton.txt,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,2.0,2.0,2.0,1.0,0.4,2024-06-28 17:45:14
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MI_Buchanan.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,40.0,40.0,2.0,2.0,1.0,1.0,0.3333333333333333,2024-06-28 17:45:11
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MI_RochesterHills.txt,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,37.5,30.0,3.0,2.0,1.5,2.0,0.35714285714285715,2024-06-28 17:42:30
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MI_Wyoming.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1.0,1.0,1.0,0.0,0.0,1.0,35.0,35.0,1.0,1.0,2.0,2.0,0.02631578947368421,2024-06-28 17:41:01
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MN_StCloud.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,,,2.0,2.0,0.5294117647058824,2024-06-28 17:37:12
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MO_Fenton.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,45.0,35.0,5.0,5.0,2.0,2.0,0.0,2024-06-28 17:35:53
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MO_Glendale.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,35.0,35.0,2.0,2.5,2.0,1.0,0.3333333333333333,2024-06-28 17:35:41
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/MO_Rolla.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,0.0,42.0,50.0,3.0,3.0,2.0,2.0,0.23076923076923078,2024-06-28 17:34:08
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/NC_BoilingSpringLakes.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,1.0,0.0,1.0,1.0,27.5,15.0,,,1.5,1.0,0.3333333333333333,2024-06-28 17:32:21
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/NH_Litchfield.txt,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1.5,1.0,0.6666666666666666,2024-06-28 17:28:33
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/NJ_EnglewoodCliffs.txt,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1.0,1.0,1.0,1.0,0.0,0.0,35.0,35.0,2.0,2.0,1.5,1.0,0.25,2024-06-28 17:27:05
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/NJ_JerseyCity.txt,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,40.0,10.0,4.0,4.0,1.0,1.0,0.6666666666666666,2024-06-28 17:26:16
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/NJ_SouthRiver.txt,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,27.5,10.0,3.0,3.0,1.5,2.0,0.3333333333333333,2024-06-28 17:24:12
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/NY_Lawrence.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0,36.0,34.0,2.0,2.0,1.0,1.0,0.25,2024-06-28 17:21:04
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/NY_MamaroneckTown.txt,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,1.0,1.0,1.5,2.0,0.4,2024-06-28 17:20:57
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/NY_Waverly.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,37.5,40.0,3.0,3.0,1.0,1.0,,2024-06-28 17:19:32
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/OH_Aurora.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,2.0,3.0,2.0,1.0,0.1,2024-06-28 17:19:16
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/OH_Greenville.txt,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,20.0,1.0,1.0,2.0,2.0,0.25,2024-06-28 17:17:42
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/OH_Minster.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,3.0,3.0,5.0,5.0,0.0,2024-06-28 17:16:54
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/OH_NewCarlisle.txt,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.0,1.0,1.0,1.0,0.0,1.0,30.0,30.0,2.5,3.0,1.0,1.0,0.2857142857142857,2024-06-28 17:16:39
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/OK_Perry.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,25.0,1.0,1.0,2.0,1.0,0.0,2024-06-28 17:13:35
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/PA_BethelPark.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,3.0,4.0,2.0,1.0,0.375,2024-06-28 17:10:52
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/PA_Lewisburg.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,25.0,10.0,,,3.0,1.0,0.4,2024-06-28 17:08:19
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/PA_Manchester.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,3.0,3.0,2.0,2.0,0.0,2024-06-28 17:07:58
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/PA_Wormleysburg.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,25.0,2.5,1.0,2.0,2.0,0.5,2024-06-28 17:04:14
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/TX_Atlanta.txt,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,6.0,2.0,2.0,0.6,2024-06-28 17:00:18
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/TX_Gonzales.txt,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,20.0,2.5,2.5,1.0,1.0,0.6,2024-06-28 16:58:05
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/TX_MarbleFalls.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,14.0,10.0,1.5,1.0,2.0,1.0,0.4375,2024-06-28 16:56:43
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/TX_Pflugerville.txt,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,17.5,20.0,1.0,1.0,2.0,2.0,0.5625,2024-06-28 16:56:06
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/1/VA_Herndon.txt,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,45.0,45.0,5.0,5.0,1.5,1.5,0.6363636363636364,2024-06-28 16:51:21
