muni,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,max_density,open_space,inclusionary,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,adu,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf per,timestamp
TX_Rockdale,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,30.0,30.0,,,1.0,1.0,0.3333333333333333,2024-06-28 16:55:37
UT_Alpine,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,25.0,,,2.0,2.0,0.0,2024-06-28 16:53:46
UT_Riverdale,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,35.0,1.0,1.0,2.0,1.0,0.3333333333333333,2024-06-28 16:52:46
VT_Barre,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,40.0,,,1.5,1.0,0.5,2024-06-28 16:50:35
VT_Manchester,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,30.0,35.0,2.0,2.0,2.0,1.0,0.1111111111111111,2024-06-28 16:50:24
WA_Lacey,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,40.0,80.0,2.0,2.0,2.0,1.0,0.75,2024-06-28 16:48:57
WA_Redmond,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,5.0,5.0,2.0,1.0,0.3157894736842105,2024-06-28 16:48:16
WA_UniversityPlace,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,30.0,35.0,2.0,2.0,1.5,1.0,1.0,2024-06-28 16:47:49
WI_Germantown,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0.0,1.0,0.0,1.0,1.0,0.0,30.0,45.0,,,2.0,2.0,0.2,2024-06-28 16:46:29
WI_Sparta,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,35.0,35.0,3.0,3.0,2.0,4.0,0.1666666666666666,2024-06-28 16:43:42
AL_Dothan,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,3.0,3.0,1.0,1.0,0.2727272727272727,2024-06-28 18:26:22
AL_MountainBrook,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,35.0,4.0,2.5,2.0,2.0,0.1428571428571428,2024-06-28 18:25:55
CA_Lakewood,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0.0,1.0,0.0,1.0,1.0,1.0,35.0,25.0,2.0,1.0,2.0,1.0,0.6666666666666666,2024-06-28 18:19:34
CA_Palmdale,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,2.0,2.0,2.0,1.0,0.3846153846153846,2024-06-28 18:18:00
CO_ColoradoSprings,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,3.0,3.0,1.5,1.0,0.6923076923076923,2024-06-28 18:14:42
CO_Cortez,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,,,1.0,1.0,0.375,2024-06-28 18:14:42
CO_Denver,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,3.0,3.0,3.4,1.0,0.9230769230769232,2024-06-28 18:14:39
CT_Durham,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,35.0,2.5,2.5,2.0,2.0,0.0,2024-06-28 18:12:39
CT_Farmington,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0.0,1.0,1.0,1.0,0.0,1.0,36.0,40.0,,,2.0,2.0,0.1111111111111111,2024-06-28 18:12:24
DC_Washington02,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,130.0,130.0,1.0,1.0,,,1.0,2024-06-28 18:11:07
FL_PalmBeachGardens,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,1.0,1.0,0.0,55.0,75.0,3.5,4.0,1.5,0.0,0.3076923076923077,2024-06-28 18:08:13
FL_WiltonManors,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,0.0,30.0,30.0,2.0,2.0,2.6,1.0,0.3846153846153846,2024-06-28 18:06:51
FL_WinterSprings,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0.0,1.0,1.0,0.0,1.0,1.0,16.0,12.0,2.5,2.0,1.0,1.0,0.4,2024-06-28 18:06:47
GA_Donalsonville,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,0.0,2024-06-28 18:06:07
GA_Tallapoosa,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,,,,,2.0,2.0,0.6363636363636364,2024-06-28 18:04:42
IL_Homewood,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,3.0,2.0,2.0,2.0,0.2857142857142857,2024-06-28 17:58:58
IL_MountVernon,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,,,11.5,2.0,2.0,2.0,0.0,2024-06-28 17:57:28
MA_Chelsea,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,45.0,40.0,,,2.0,2.0,1.0,2024-06-28 17:49:31
MA_Mashpee,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,45.0,150.0,2.25,2.0,1.0,1.0,0.0,2024-06-28 17:48:50
NC_HighPoint,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,50.0,50.0,,,3.0,5.0,0.3846153846153846,2024-06-28 17:31:39
NC_OakIsland,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,,,2.0,1.0,0.1538461538461538,2024-06-28 17:31:04
NC_Washington,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,0.0,1.0,50.0,50.0,2.0,2.0,2.0,1.0,0.3333333333333333,2024-06-28 17:30:30
NJ_Beverly,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,35.0,35.0,2.5,2.5,1.0,1.0,0.6666666666666666,2024-06-28 17:27:50
NY_CobleskillVillage,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,12.0,12.0,,,2.0,2.0,0.3333333333333333,2024-06-28 17:22:07
NY_HamburgVillage,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,35.0,2.5,3.0,2.0,2.0,0.5,2024-06-28 17:21:29
OH_GrandviewHeights,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,60.0,35.0,3.0,2.5,1.0,1.0,0.3333333333333333,2024-06-28 17:17:49
OH_Perrysburg,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,35.0,3.0,3.0,1.125,1.0,0.1111111111111111,2024-06-28 17:16:01
OR_HoodRiver,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,35.0,2.0,2.0,1.5,1.0,0.3333333333333333,2024-06-28 17:12:20
PA_LowerAllen,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,50.0,50.0,,,1.0,1.0,0.1666666666666666,2024-06-28 17:08:05
PA_NewtownBucks,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,0.0,1.0,1.0,60.0,75.0,3.0,3.0,1.0,1.0,0.2142857142857142,2024-06-28 17:07:11
SC_Sumter,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,,,3.0,3.0,0.5714285714285714,2024-06-28 17:02:35
TX_Cuero,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,0.0,1.0,20.0,15.0,1.0,1.0,1.0,1.0,0.3333333333333333,2024-06-28 16:59:00
TX_Denton,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,40.0,2.5,2.0,1.5,2.0,0.6,2024-06-28 16:58:49
TX_Harlingen,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,61.25,80.0,3.0,3.0,1.5,2.0,0.4444444444444444,2024-06-28 16:57:53
TX_LakeWorth,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,10.0,2.0,3.0,2.0,2.0,0.5,2024-06-28 16:57:20
TX_Lufkin,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,2.5,2.5,0.96,3.0,0.25,2024-06-28 16:56:50
TX_McKinney,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,35.0,4.0,5.0,2.0,1.0,0.2916666666666667,2024-06-28 16:56:35
UT_NorthOgden,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,25.0,20.0,2.0,1.0,1.0,1.0,0.3333333333333333,2024-06-28 16:52:59
VA_Farmville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,0.0,1.0,,,3.0,3.0,2.0,2.0,0.1428571428571428,2024-06-28 16:51:36
VT_Castleton,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,6.0,0.2,2024-06-28 16:50:31
WI_DelavanTown,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1.0,1.0,1.0,1.0,0.0,0.0,45.0,45.0,,,1.0,1.0,0.2142857142857142,2024-06-28 16:46:54
WI_Platteville,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,10.0,,,3.0,1.0,0.1428571428571428,2024-06-28 16:44:16
AR_Jacksonville,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1.0,1.0,0.0,1.0,1.0,0.0,17.5,10.0,2.5,2.5,1.0,1.0,0.4615384615384615,2024-06-28 18:25:17
CA_AmericanCanyon,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,32.5,40.0,3.0,5.0,1.25,1.0,0.5454545454545454,2024-06-28 18:23:24
CA_Barstow,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,35.0,35.0,2.0,3.0,1.5,1.0,0.5,2024-06-28 18:22:55
CA_Capitola,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,27.0,15.0,2.5,3.0,1.0,1.0,0.75,2024-06-28 18:22:03
CA_Corning,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,2.5,2.5,2.0,1.0,0.6666666666666666,2024-06-28 18:21:27
CA_PortHueneme,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,30.0,30.0,2.25,2.0,1.0,1.0,0.75,2024-06-28 18:17:30
CO_Milliken,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,,,1.75,1.0,0.2,2024-06-28 18:13:50
CT_Bethany,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,35.0,35.0,1.5,1.0,2.0,2.0,,2024-06-28 18:13:01
DC_Washington03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,,,,,,,,2024-06-28 18:11:05
FL_LakeWales,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,20.0,40.0,40.0,1.25,1.0,0.1428571428571428,2024-06-28 18:09:31
FL_Seminole,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,35.0,35.0,2.0,3.0,2.0,2.0,0.0,2024-06-28 18:07:29
IL_Carbondale,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,3.0,3.0,2.0,4.0,0.0,2024-06-28 18:00:59
IL_Galesburg,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,40.0,12.0,1.5,2.0,1.25,1.0,0.25,2024-06-28 17:59:58
IL_Westmont,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,1.0,45.0,45.0,,,2.0,1.0,0.1,2024-06-28 17:55:26
IN_Chesterton,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,2.5,2.5,2.0,1.0,0.6666666666666666,2024-06-28 17:54:37
KS_Pittsburg,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,35.0,35.0,3.0,3.0,1.0,1.0,0.5,2024-06-28 17:52:04
ME_Dexter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.0,1.0,1.0,20.0,20.0,,,2.0,2.0,0.0,2024-06-28 17:46:51
MN_InverGroveHeights,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,40.0,35.0,,,2.0,2.0,0.2777777777777778,2024-06-28 17:39:16
MN_Minnetonka,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,3.0,4.0,2.0,2.0,0.3076923076923077,2024-06-28 17:38:51
MN_Monticello,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,33.5,18.0,2.0,2.0,2.0,2.0,0.5,2024-06-28 17:38:45
MN_Mora,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,9.0,30.0,2.0,1.0,0.375,2024-06-28 17:38:41
MO_Buckner,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,45.0,2.0,2.0,2.0,2.0,0.75,2024-06-28 17:36:20
NJ_Paterson,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,37.5,10.0,10.5,25.0,1.9,1.0,0.95,2024-06-28 17:25:01
NY_Canandaigua,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,,,2.5,2.5,1.0,1.0,0.5,2024-06-28 17:22:11
NY_Rome,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,4.5,5.0,1.0,1.0,0.3333333333333333,2024-06-28 17:20:06
OH_Brunswick,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,1.0,35.0,35.0,2.0,2.0,2.0,2.0,0.2222222222222222,2024-06-28 17:18:49
OH_Madeira,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,0.0,45.0,45.0,3.0,3.0,2.0,2.0,0.0,2024-06-28 17:17:10
OH_SilverLake,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,1.0,1.0,1.0,0.0,1.0,40.0,40.0,1.5,1.0,2.0,2.0,0.0,2024-06-28 17:15:30
OR_Coquille,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,42.5,50.0,,,2.0,2.0,1.0,2024-06-28 17:12:40
OR_MyrtleCreek,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,35.0,,,2.0,2.0,0.5,2024-06-28 17:12:07
PA_Girard,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,25.0,35.0,1.0,0.5,2.0,2.0,0.2,2024-06-28 17:09:18
PA_MarcusHook,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1.0,1.0,0.0,40.0,40.0,3.0,3.0,2.0,2.0,0.8,2024-06-28 17:07:47
PA_Selinsgrove,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,40.0,40.0,2.75,3.0,2.0,1.0,0.2,2024-06-28 17:06:02
PA_Sunbury,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,15.0,1.0,1.0,1.0,1.0,0.0,2024-06-28 17:05:28
SC_BatesburgLeesville,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.0,1.0,1.0,35.0,35.0,,,2.0,2.0,0.3333333333333333,2024-06-28 17:03:26
SD_Yankton,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,40.0,35.0,3.0,2.5,2.0,2.0,0.2,2024-06-28 17:02:07
TX_Bridgeport,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,10.0,2.5,2.5,2.0,2.0,0.5,2024-06-28 16:59:57
TX_CarrizoSprings,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,0.0,1.0,1.0,1.0,0.0,10.5,10.5,6.5,6.0,,,0.2,2024-06-28 16:59:35
UT_Roy,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,35.0,1.75,2.0,2.0,2.0,0.0,2024-06-28 16:52:41
UT_Tooele,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,1.0,1.0,2.0,2.0,0.7777777777777778,2024-06-28 16:52:14
WI_Kronenwetter,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,1.0,27.5,35.0,,,1.0,1.0,0.3333333333333333,2024-06-28 16:45:49
AR_PineBluff,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,2.5,2.0,2.0,2.0,0.875,2024-06-28 18:25:11
AZ_Sedona,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,22.0,22.0,3.0,3.0,1.5,1.0,0.4285714285714285,2024-06-28 18:23:51
CA_BeverlyHills,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,26.0,14.0,3.0,2.0,2.0,1.0,0.492063492063492,2024-06-28 18:22:39
CA_RohnertPark,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,2.0,1.0,2.0,1.0,0.1818181818181818,2024-06-28 18:17:05
CO_Arvada,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,2.0,2.0,2.0,1.0,0.3333333333333333,2024-06-28 18:14:57
CT_Columbia,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,20.0,35.0,2.0,2.0,2.0,2.0,0.0,2024-06-28 18:12:47
CT_Granby,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,60.0,60.0,,,2.0,1.0,0.25,2024-06-28 18:12:19
DE_Milford,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,3.0,3.0,2.0,1.0,0.75,2024-06-28 18:10:59
FL_Hollywood,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,40.0,30.0,4.0,2.0,3.0,1.0,0.95,2024-06-28 18:09:48
IA_Ankeny,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,35.0,1.0,1.0,2.0,1.0,0.3,2024-06-28 18:04:14
IL_Norridge,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,32.0,26.0,2.0,2.0,2.0,2.0,0.8421052631578947,2024-06-28 17:57:15
IL_Rochelle,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0.0,1.0,28.0,30.0,1.0,1.0,1.0,1.0,0.4285714285714285,2024-06-28 17:56:24
MA_Medfield,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,,,1.0,1.0,0.0,2024-06-28 17:48:47
