"","GEOID","statename","place","type","restrict_sf_permit","restrict_mf_permit","limit_sf_units","limit_mf_units","limit_mf_dwellings","limit_mf_dwelling_units","min_lot_size","open_space","inclusionary","half_acre_less","half_acre_more","one_acre_more","two_acre_more","max_den_cat1","max_den_cat2","max_den_cat3","max_den_cat4","max_den_cat5","council_nz","planning_nz","countybrd_nz","pubhlth_nz","site_plan_nz","env_rev_nz","council_rz","planning_rz","zoning_rz","countybrd_rz","countyzone_rz","townmeet_rz","env_rev_rz","total_nz","total_rz","adu","height_ft_median","height_ft_mode","height_st_median","height_st_mode","parking_median","parking_mode","mf_per","timestamp.x","maxden5","maxden4","maxden3","maxden2","maxden1","sindex1","sindex2","sindex3","sindex4","sindex5","sindex6","sindex7","sindex8","height_st_median_sc","height_st_mode_sc","sindex9","sindex10","sindex11","sindex9_st","sindex10_st","zri","zri_st","add_index","zri_up","zri_up_st","wt_all_2019","st_wt_all_2019","wt_msa_2019","st_wt_msa_2019","wt_lmsa_2019","st_wt_lmsa_2019","timestamp.y"
"15","0132416","AL","Guntersville","City",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,4,2,1,25,25,2,2,1,1,0.363636363636364,"3/10/2021 9:59",0,1,0,0,0,0,1,3,4,2,2,0,1,28,28,25,1,0.363636363636364,-0.744074105999809,-0.88242995830793,2.89658602146566,0.990797656317477,13,2.55192199145912,1.14049091752085,12.0313297967474,0.760713961704356,NA,NA,NA,NA,"3/10/2021 9:59"
"16","0133448","AL","Hartselle","City",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,35,35,3,3,2,2,0.25,"7/16/2019 14:21",0,0,1,0,0,0,1,1,3,2,3,0,1,42,42,35,2,0.25,0.0490862965607648,0.164805905663859,1.37125027970047,-0.629534261396304,11,1.29247890332785,-0.296957196319733,24.4724266287201,1.54733657274408,16.8888485159637,1.91460804001963,NA,NA,"7/16/2019 14:21"
"17","0137000","AL","Huntsville","City",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,30,30,2,2,1.5,1,0.285714285714286,"8/16/2019 10:43",0,1,0,0,0,0,0,2,2,3,2,0,0,28,28,30,1.5,0.285714285714286,-0.347493904719522,-0.358812026322036,1.3527448945139,-0.649192140934801,9,0.720897829684111,-0.949323423868183,2.26636238004446,0.143297003232961,2.49932350637842,0.283336360995783,NA,NA,"8/16/2019 10:43"
"18","0143120","AL","Lincoln","City",0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,35,NA,NA,2,1,0.125,"5/31/2019 13:11",0,0,1,0,0,0,1,4,2,2,3,0,0,NA,NA,35,2,0.125,0.0490862965607648,0.164805905663859,2.152012403602,0.199852839987443,12,1.43564129399705,-0.133560763102813,44.1892843946503,2.79398920689736,NA,NA,NA,NA,"5/31/2019 13:11"
"19","0145784","AL","Madison","City",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,2,2,1.5,2,0.428571428571429,"10/8/2022 13:06",1,0,0,0,0,0,1,3,2,3,1,0,0,28,28,35,1.5,0.428571428571429,0.0490862965607648,-0.358812026322036,2.60561117726406,0.681701229608144,10,1.73896941284025,0.21263862964063,4.51238631424019,0.285308052213327,4.08956522999155,0.463614465019659,NA,NA,"10/8/2022 13:06"
"20","0150000","AL","Mobile","City",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,32,35,3,2,2,2,0.333333333333333,"7/16/2019 14:22",0,1,0,0,0,0,0,1,1,3,2,0,1,42,28,32,2,0.333333333333333,-0.188861824207407,0.164805905663859,0.564702646128015,-1.48631276467951,8,0.600100331965242,-1.08719399292287,2.89141853234923,0.182817899920208,2.96976417091577,0.336667970775102,NA,NA,"7/16/2019 14:22"
"21","0150192","AL","Monroeville","City",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,35,35,2.5,2.5,2,2,0.571428571428571,"8/22/2019 16:04",1,0,0,0,0,0,0,1,1,3,1,0,0,35,35,35,2,0.571428571428571,0.0490862965607648,0.164805905663859,0.909795046435464,-1.11972840199256,6,0.406646578724677,-1.30798978380187,13.2229444657912,0.836057080962741,NA,NA,NA,NA,"8/22/2019 16:04"
"22","0151696","AL","MountainBrook","City",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,0,35,35,4,2.5,2,2,0.142857142857143,"11/16/2021 8:49",0,0,1,0,0,0,0,2,3,2,3,0,0,56,35,35,2,0.142857142857143,0.0490862965607648,0.164805905663859,1.24787858340147,-0.760589406688066,10,0.669053887315464,-1.00849479721102,4.14771643646091,0.26225079485889,3.78562168389717,0.429157837824837,NA,NA,"11/16/2021 8:49"
"23","0157000","AL","Oneonta","City",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,259,18,2.5,6,1,1,0.363636363636364,"8/22/2019 16:04",1,0,0,0,0,0,1,1,1,3,1,0,0,35,84,NA,1,0.363636363636364,NA,-0.88242995830793,1.42536783580632,-0.572046325418686,7,NA,NA,11.8303157383697,0.748004294253619,9.75474041616672,1.10584830051876,NA,NA,"8/22/2019 16:04"
"24","0157048","AL","Opelika","City",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,30,30,2,2,2,2,0.25,"10/8/2022 11:40",0,1,0,0,0,0,0,3,2,3,2,0,0,28,28,30,2,0.25,-0.347493904719522,0.164805905663859,1.74494598758576,-0.232565209652686,10,0.991241943957636,-0.640769872848275,10.4999815969321,0.663890254307919,8.08659509507634,0.91673863797061,NA,NA,"10/8/2022 11:40"
"25","0157120","AL","Opp","City",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,55,65,3,3,2,1,0.666666666666667,"1/4/2022 20:58",1,0,0,0,0,0,1,2,2,2,1,0,1,42,42,55,2,0.666666666666667,1.63540710168191,0.164805905663859,2.05779501807319,0.0997677027971159,9,1.91160569833435,0.409674688913576,32.7216565946688,2.06891685642175,NA,NA,NA,NA,"1/4/2022 20:58"
