muni,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,max_density,open_space,inclusionary,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,adu,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf per,last_date,timestamp
AK_Anchorage,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,20,20,2,1,2,1,0.324324324,43634,4/27/2022 10:17
AK_Homer,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,35,35,,,1,1,0.428571429,43577,4/27/2022 10:17
AK_Kenai,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,35,35,10.5,10.5,2,2,0.384615385,43635,4/27/2022 10:17
AK_Palmer,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,10,10,4,4,2,1,0.2,43669,4/27/2022 10:17
AK_Petersburg,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,30,30,2.5,3,2,2,0.5,41275,4/27/2022 10:17
AK_Sitka,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,16,16,1,1,2,2,0.4,43282,4/27/2022 10:17
AK_Yakutat,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,35,35,1,1,2,2,0,42186,4/27/2022 10:17
AL_Athens,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,12,10,2,2,2,2,0.285714286,43409,4/27/2022 10:17
AL_Auburn,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,35,45,2,2,2,2,0.058823529,43557,4/27/2022 10:17
AL_Bessemer,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,35,35,,,4.25,1,0.285714286,42871,10/21/2022 2:01
AL_Birmingham,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,45,45,3,3,3,1,0.428571429,43465,4/27/2022 10:17
AL_Chickasaw,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,35,35,3,3,1.5,2,0.666666667,42451,4/27/2022 10:17
AL_Citronelle,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,35,35,2,2,2,2,0,42817,4/27/2022 10:17
AL_Clanton,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,50,35,10.5,10.5,2,2,0,41834,10/21/2022 2:01
AL_Decatur,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,35,35,3,3,1.5,1,0.384615385,43039,4/27/2022 10:17
AL_Dothan,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,20,20,3,3,1,1,0.272727273,42935,4/27/2022 10:17
AL_Enterprise,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,16,16,,,2,2,0.111111111,43466,4/27/2022 10:17
AL_Eufaula,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,40,45,2.25,2.5,1.5,1,0.5,43097,4/27/2022 10:17
AL_Fairhope,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,37.5,55,2.5,3,1,1,0.277777778,43626,4/27/2022 10:17
AL_Foley,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,50,50,2,2,2,2,0.3,43528,4/27/2022 10:17
AL_Fultondale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,35,2,1,1.2,1,0.625,27926,4/27/2022 10:17
AL_Guntersville,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,25,25,2,2,1,1,0.363636364,42996,10/21/2022 2:01
AL_Hartselle,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,35,35,3,3,2,2,0.25,43443,4/27/2022 10:17
AL_Huntsville,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,30,30,2,2,1.5,1,0.285714286,43524,4/27/2022 10:17
AL_Lincoln,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,35,35,,,2,1,0.125,27926,4/27/2022 10:17
AL_Madison,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,35,35,2,2,1.5,2,0.428571429,43677,10/8/2022 13:10
AL_Mobile,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,32,35,3,2,2,2,0.333333333,43452,4/27/2022 10:17
AL_Monroeville,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,35,35,2.5,2.5,2,2,0.571428571,43473,4/27/2022 10:17
AL_MountainBrook,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,35,35,4,2.5,2,2,0.142857143,43347,4/27/2022 10:17
AL_Oneonta,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,259,18,2.5,6,1,1,0.363636364,43344,4/27/2022 10:17
AL_Opelika,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,30,30,2,2,2,2,0.25,44470,10/8/2022 12:02
AL_Opp,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,55,65,3,3,2,1,0.666666667,41366,4/27/2022 10:17
AL_Prattville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,35,35,2,2,2,2,0.571428571,43586,4/27/2022 10:17
AL_RainbowCity,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,35,35,,,1,1,0.333333333,41694,4/27/2022 10:17
AL_Roanoke,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,3,3,2,2,0.4,34463,4/27/2022 10:17
AL_Scottsboro,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,55,65,4,3,2,1,0.666666667,43405,4/27/2022 10:17
AL_Southside,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,29.5,45,3,3,1,1,0.375,44442,4/27/2022 10:17
AL_Talladega,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,45,45,3,3,1,1,0.285714286,41341,4/27/2022 10:17
AL_Trussville,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,80,80,3,3,2,2,0.35,43263,4/27/2022 10:17
AL_Valley,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,35,35,0.5,0.5,5,5,0.454545455,43437,4/27/2022 10:17
AL_VestaviaHills,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,35,40,2.5,3,2,2,0.307692308,43711,4/27/2022 10:17
AR_Bentonville,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,38.5,30,1,1,2,2,0.3,43712,4/27/2022 10:17
AR_Bryant,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,22.5,20,2,2,2,2,0,43452,4/27/2022 10:17
AR_CherokeeVillage,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,40,40,2,2,2,2,0.5,43046,4/27/2022 10:17
AR_Clarksville,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,20,25,25,35,2,2,0.333333333,42471,4/27/2022 10:17
AR_Conway,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,35,35,4,2,2,2,0.5,43613,4/27/2022 10:17
AR_Fayetteville,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,50,50,3,2,3,2,0.5625,43501,4/27/2022 10:17
AR_ForrestCity,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,35,35,2.25,2.5,2,2,0.6,41716,4/27/2022 10:17
AR_Greenwood,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,35,35,2.5,2.5,1.5,1,0.3,40970,4/27/2022 10:17
AR_HotSprings,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,35,60,3,3,2,2,0.222222222,43466,4/27/2022 10:17
AR_Jacksonville,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,17.5,10,2.5,2.5,1,1,0.461538462,43454,4/27/2022 10:17
AR_Malvern,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,35,35,2,2,1.25,2,0.333333333,42716,4/27/2022 10:17
AR_NorthLittleRock,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,45,35,3,3,2,1.5,0.125,43693,4/27/2022 10:17
AR_PineBluff,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,35,35,2.5,2,2,2,0.875,43178,4/27/2022 10:17
AR_Rogers,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,50,40,3,3,2,2,0.454545455,43536,4/27/2022 10:17
AR_SiloamSprings,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,35,35,,,1,1,0.142857143,43651,4/27/2022 10:17
AR_Springdale,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,35,60,2,2,2.25,1,0.409090909,43081,4/27/2022 10:17
AR_Trumann,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,10,10,,,2,2,0.571428571,27926,4/27/2022 10:17
AZ_ApacheJunction,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,35,35,,,2,2,0.294117647,43101,4/27/2022 10:17
AZ_Avondale,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,30,30,2,2,1,1,0.631578947,43136,4/27/2022 10:17
AZ_Benson,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,30,30,2.5,2,1,1,0.4,42027,4/27/2022 10:17
AZ_CasaGrande,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,32.5,30,,,2,2,0.333333333,43515,4/27/2022 10:17
AZ_CaveCreek,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,25,25,2,2,2,2,0.45,43558,4/27/2022 10:17
AZ_ChinoValley,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,32,32,,,2,1,0.2,43678,4/27/2022 10:17
AZ_Cottonwood,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,25,35,2,2,1.7,1,0.1,43588,4/27/2022 10:17
AZ_Douglas,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,25,25,,,1.5,2,0.5,43418,4/27/2022 10:17
AZ_Eagar,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,30,30,2,2,2,2,0,43312,4/27/2022 10:17
AZ_ElMirage,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,27,15,2,2,2.25,2,0.333333333,43557,4/27/2022 10:17
AZ_Florence,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,50,40,3,3,1.5,2,0.333333333,43621,4/27/2022 10:17
AZ_Gilbert,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,25,15,2,36,5,0.5,0.357142857,43576,4/27/2022 10:17
AZ_Glendale,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,15,15,,,2,1,0.217391304,43550,4/27/2022 10:17
AZ_Goodyear,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,22.5,12,1,1,2,2,0.4,43479,4/27/2022 10:17
AZ_Guadalupe,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,30,30,,,2,2,0.8,42929,4/27/2022 10:17
AZ_Holbrook,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,25,25,4.5,3,0.501,0.002,0.25,40778,4/27/2022 10:17
AZ_Kingman,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,40,50,2,2,2,2,0.25,43557,4/27/2022 10:17
AZ_LakeHavasuCity,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,30,30,,,1,1,0.5625,43599,4/27/2022 10:17
AZ_Marana,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,10,10,4,4,2,1,,43680,4/27/2022 10:17
AZ_Mesa,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,30,30,2,2,2,1,0.366666667,43506,4/27/2022 10:17
AZ_OroValley,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,20,20,1,1,2,1,0.3,43677,4/27/2022 10:17
AZ_Peoria,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,30,30,2.5,2,2,1,0.25,43165,4/27/2022 10:17
AZ_Phoenix,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,48,30,2,2,2,1,0.512820513,44038,4/27/2022 10:17
AZ_PinetopLakeside,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,32.5,35,2,2,1,1,0.181818182,43559,4/27/2022 10:17
AZ_QueenCreek,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,20,20,2.5,3,2,1,0.36,43586,4/27/2022 10:17
AZ_Sahuarita,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,34,34,2,2,2,1,0.2,43647,4/27/2022 10:17
AZ_SanLuis,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,32.5,30,,,0.5,0.5,0.157894737,43374,4/27/2022 10:17
AZ_Sedona,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,22,22,3,3,1.5,1,0.428571429,43555,4/27/2022 10:17
AZ_Snowflake,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,35,35,,,1.55,2,0.571428571,43744,4/27/2022 10:17
AZ_Superior,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,24,24,1,1,2,2,0.4,42992,4/27/2022 10:17
AZ_Taylor,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,27.5,35,,,3,1,0,43349,4/27/2022 10:17
AZ_Tempe,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,30,30,3,3,1,1,0.588235294,44197,4/27/2022 10:17
AZ_Thatcher,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,18,18,3,3,4,5,0.333333333,43206,4/27/2022 10:17
AZ_Tolleson,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,14,10,2,2,2,2,0.2,43452,4/27/2022 10:17
AZ_Tucson,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,50,50,4,4,2,2,0.5,43501,4/27/2022 10:17
AZ_Willcox,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,25,34,3,3,1,1,0.142857143,42782,4/27/2022 10:17
AZ_Williams,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,35,35,8,8,2,2,0.363636364,43489,4/27/2022 10:17
AZ_Winslow,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,35,10,1,1,3,1,0.5,44392,4/27/2022 10:17
AZ_Youngtown,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,24,48,2,4,1.3,1,0.285714286,43090,4/27/2022 10:17
AZ_Yuma,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,20,20,1,1,2,1,0.15,43618,4/27/2022 10:17
CA_AgouraHills,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,35,35,2,2,1.25,1,0.111111111,43509,4/27/2022 10:17
CA_Alhambra,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,20,15,3,1,2,1,0.8,42736,4/27/2022 10:17
CA_AmericanCanyon,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,32.5,40,3,5,1.25,1,0.545454545,43418,4/27/2022 10:17
CA_Anaheim,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,30,30,2,2,2,1,0.4375,43634,4/27/2022 10:17
CA_Anderson,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,40,65,2.5,3,1,1,0.666666667,43557,4/27/2022 10:17
CA_Arcadia,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,30,30,1,1,2,1,0.692307692,43571,4/27/2022 10:17
CA_ArroyoGrande,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,30,14,2,2,2,1,0.111111111,43413,4/27/2022 10:17
CA_Avalon,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,12,12,3,3,1,1,1,44378,4/27/2022 10:17
CA_Avenal,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,14,14,2.5,2,4,1,0.625,41091,4/27/2022 10:17
CA_Bakersfield,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,45,35,13,6,2,2,0.666666667,42321,4/27/2022 10:17
CA_BaldwinPark,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,27,27,1,1,1,1,0.375,43466,4/27/2022 10:17
CA_Banning,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,37,55,4,4,2,1,0.125,43647,4/27/2022 10:17
CA_Barstow,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,35,35,2,3,1.5,1,0.5,43557,4/27/2022 10:17
CA_Beaumont,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,30,35,2,2,2,1,0.333333333,43651,4/27/2022 10:17
CA_Belmont,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,28,28,2,2,1,1,0.714285714,43466,4/27/2022 10:17
CA_Benicia,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,17,10,2,2,2,1,0.3,43466,4/27/2022 10:17
CA_BeverlyHills,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,26,14,3,2,2,1,0.492063492,43652,4/27/2022 10:17
CA_BigBearLake,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,14,14,,,2,1,0.3,43290,4/27/2022 10:17
CA_Blythe,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,34,34,2.5,2,2,2,0.166666667,43354,4/27/2022 10:17
CA_Brea,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,45,35,2,2,2,2,0.571428571,43101,4/27/2022 10:17
CA_Brentwood,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,30,30,2,2,2,2,0.266666667,42285,4/27/2022 10:17
CA_Buellton,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,25,35,,,1,1,0.833333333,39083,4/27/2022 10:17
CA_Burlingame,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,50,55,2,2,2,2,0.666666667,43281,4/27/2022 10:17
CA_Calabasas,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,35,35,1,1,1,1,0.333333333,43709,4/27/2022 10:17
CA_Calistoga,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,25,25,,,2,2,0.25,43466,4/27/2022 10:17
CA_Camarillo,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,35,25,2,2,1,1,0.111111111,43474,4/27/2022 10:17
CA_Campbell,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,35,35,3,3,2,1,0.4,43556,4/27/2022 10:17
CA_CanyonLake,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,27.5,30,,,1,1,0.5,43076,4/27/2022 10:17
CA_Capitola,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,27,15,2.5,3,1,1,0.75,43642,4/27/2022 10:17
CA_CarmelbytheSea,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,40,40,2,1,1,1,0.6,43212,4/27/2022 10:17
